,ADDRESS,BUSINESS_NAME,BUSINESS_YELP_URL,CITY,COUNTRY,LAT,LON,YELP_BIZ_ID
4091,"Wayne, GA 31545 United States",Monkey Around Parties,http://www.yelp.com/biz/monkey-around-parties-jesup,Jesup,United States,31.6043,-81.8871,monkey-around-parties-jesup
4098,"Fairfax, VA 22303 United States",LadyBug Landscape LLC,http://www.yelp.com/biz/ladybug-landscape-alexandria,Alexandria,United States,38.7912,-77.0814,ladybug-landscape-alexandria
4115,"Alameda, CA 94612 United States",Champion Sound Records,http://www.yelp.com/biz/champion-sound-records-oakland,Oakland,United States,37.8085,-122.2668,champion-sound-records-oakland
4121,"Contra Costa, CA 94804 United States",Salon BLK,https://www.yelp.com/biz/salon-blk-richmond,Richmond,United States,37.9265,-122.3342,salon-blk-richmond
4139,"Los Angeles, CA 90039 United States",Rosalind Bullard Acupuncture INC,http://www.yelp.com/biz/rosalind-bullard-acupuncture-los-angeles,Los Angeles,United States,34.1121,-118.2594,rosalind-bullard-acupuncture-los-angeles
4140,"Alameda, CA 94612 United States",TART! Oakland,http://www.yelp.com/biz/tart-oakland-oakland,Oakland,United States,37.8085,-122.2668,tart-oakland-oakland
4145,"Alameda, CA 94605 United States",That Takes the Cake,https://www.yelp.com/biz/that-takes-the-cake-oakland,Oakland,United States,37.7641,-122.1633,that-takes-the-cake-oakland
4147,"Travis, TX 78748 United States",Austin's Pooches,https://www.yelp.com/biz/austins-pooches-austin,Austin,United States,30.1743,-97.8225,austins-pooches-austin
4148,"Oakland, MI 48076 United States",Beauty & Bodywork's Day Spa,http://www.yelp.com/biz/beauty-and-bodyworks-day-spa-southfield,Southfield,United States,42.4981,-83.2058,beauty-and-bodyworks-day-spa-southfield
4155,"Jefferson, KY 40207 United States",Louisville Cream,https://www.yelp.com/biz/louisville-cream-louisville,Louisville,United States,38.2628,-85.6663,louisville-cream-louisville
4161,"Alameda, CA 94551 United States",Valor Winery,https://www.yelp.com/biz/valor-winery-livermore,Livermore,United States,37.7526,-121.77,valor-winery-livermore
4165,"San Francisco, CA 94103 United States",Arkipelago Books,http://www.yelp.com/biz/arkipelago-books-the-filipino-bookstore-san-francisco,San Francisco,United States,37.7725,-122.4147,arkipelago-books-the-filipino-bookstore-san-francisco
4180,"Fulton, GA 30305 United States",Vital Path Acupuncture,http://www.yelp.com/biz/vital-path-acupuncture-atlanta,Atlanta,United States,33.832,-84.3851,vital-path-acupuncture-atlanta
4182,"Monroe, NY 14611 United States",Zoc's Gourmet Burgers & Shakes,http://www.yelp.com/biz/zocs-gourmet-burgers-and-shakes-rochester,Rochester,United States,43.1484,-77.6394,zocs-gourmet-burgers-and-shakes-rochester
4186,"Sacramento, CA 95670 United States",Valley Event Rentals,http://www.yelp.com/biz/valley-event-rental-rancho-cordova-2,Rancho Cordova,United States,38.6072,-121.2761,valley-event-rental-rancho-cordova-2
4210,"Riverside, CA 92591 United States",Universal Weddings and Events,http://www.yelp.com/biz/universal-weddings-and-events-temecula,Temecula,United States,33.5217,-117.1286,universal-weddings-and-events-temecula
4212,"Lake, IL 60044 United States",Loverly Cottage,http://www.yelp.com/biz/loverly-cottage-lake-bluff,Lake Bluff,United States,42.282,-87.856,loverly-cottage-lake-bluff
4214,"Kings, NY 11221 United States",The Sweet Tooth & Catering LLC,https://www.yelp.com/biz/the-sweet-tooth-and-catering-brooklyn-2,Brooklyn,United States,40.6907,-73.9274,the-sweet-tooth-and-catering-brooklyn-2
4237,"San Francisco, CA 94123 United States",Brown Bunz Tan,https://www.yelp.com/biz/brown-bunz-tan-san-francisco,San Francisco,United States,37.7999,-122.4342,brown-bunz-tan-san-francisco
4267,"Travis, TX 78735 United States","Austin Gelato Company, LLC",https://www.yelp.com/biz/austin-gelato-company-austin,Austin,United States,30.249,-97.8414,austin-gelato-company-austin
4307,"San Francisco, CA 94110 United States",TechCollective,http://www.yelp.com/biz/techcollective-san-francisco,San Francisco,United States,37.7509,-122.4153,techcollective-san-francisco
4323,"Pulaski, AR 72202 United States",Loblolly Creamery,http://www.yelp.com/biz/loblolly-creamery-little-rock,Little Rock,United States,34.7363,-92.2741,loblolly-creamery-little-rock
4342,"San Francisco, CA 94110 United States",Anda Piroshki,http://www.yelp.com/biz/anda-piroshki-san-francisco,San Francisco,United States,37.7509,-122.4153,anda-piroshki-san-francisco
4348,"Washtenaw, MI 48103 United States","Ann Arbor Deaf Psychological Services, LLC",http://www.yelp.com/biz/a2-deaf-psychological-services-llc-ann-arbor,Ann Arbor,United States,42.2794,-83.784,a2-deaf-psychological-services-llc-ann-arbor
4354,"Alexandria (city), VA 22314 United States","B Dexterous, LLC",http://www.yelp.com/biz/b-dexterous-llc-alexandria,Alexandria,United States,38.806,-77.0529,b-dexterous-llc-alexandria
4364,"Santa Clara, CA 94086 United States",TeamWorks Services Los Altos LLC,http://www.yelp.com/biz/teamworks-los-altos,Sunnyvale,United States,37.3764,-122.0238,teamworks-los-altos
4366,"Alameda, CA 94610 United States",Iyoba Body Essentials,http://www.yelp.com/biz/iyoba-body-essentials-oakland-3,Oakland,United States,37.8126,-122.2443,iyoba-body-essentials-oakland-3
4369,"Bronx, NY 10467 United States",Noel's Kitchen Inc.,http://www.yelp.com/biz/noels-kitchen-inc-new-york,Bronx,United States,40.8737,-73.8712,noels-kitchen-inc-new-york
4371,"Lane, OR 97477 United States",Chase Flowers & Gifts,http://www.yelp.com/biz/chase-flowers-and-gifts-springfield,Springfield,United States,44.0611,-123.0153,chase-flowers-and-gifts-springfield
4373,"Multnomah, OR 97214 United States",Float On,http://www.yelp.com/biz/float-on-portland,Portland,United States,45.5142,-122.6364,float-on-portland
4376,"Richmond (city), VA 23219 United States","Four Deep Multimedia, LLC.",http://www.yelp.com/biz/four-deep-multimedia-llc-richmond-2,Richmond,United States,37.5463,-77.4378,four-deep-multimedia-llc-richmond-2
4385,"Alameda, CA 94605 United States",Sugar Knife ,http://www.yelp.com/biz/sugar-knife-artisan-sweets-oakland,Oakland,United States,37.7641,-122.1633,sugar-knife-artisan-sweets-oakland
4394,"Multnomah, OR 97211 United States",Tierra del Sol ,http://www.yelp.com/biz/tierra-del-sol-cuisine-portland,Portland,United States,45.5653,-122.6448,tierra-del-sol-cuisine-portland
4402,"San Francisco, CA 94127 United States",Kipper Clothiers,http://www.yelp.com/biz/kipper-clothiers-san-francisco,San Francisco,United States,37.7354,-122.4571,kipper-clothiers-san-francisco
4407,"San Diego, CA 91932 United States",Northside Shack ,http://www.yelp.com/biz/northside-shack-imperial-beach-2,Imperial Beach,United States,32.5783,-117.1148,northside-shack-imperial-beach-2
4419,"Utah, UT 84604 United States",Provo ATA Martial Arts,http://www.yelp.com/biz/provo-ata-provo,Provo,United States,40.2607,-111.6549,provo-ata-provo
4427,"Mendocino, CA 95460 United States",Rising Tide Sea Vegetables,http://www.yelp.com/biz/rising-tide-sea-vegetables-mendocino,Mendocino,United States,39.3173,-123.7739,rising-tide-sea-vegetables-mendocino
4448,"Philadelphia, PA 19144 United States",Rose Petals Cafe & Lounge,http://www.yelp.com/biz/rose-petals-cafe-and-lounge-philadelphia,Philadelphia,United States,40.0338,-75.1731,rose-petals-cafe-and-lounge-philadelphia
4453,"San Francisco, CA 94110 United States",TechCollective,http://www.yelp.com/biz/techcollective-san-francisco-2,San Francisco,United States,37.7509,-122.4153,techcollective-san-francisco-2
4456,"Allegheny, PA 15213 United States",AVA Cafe & Lounge,http://www.yelp.com/biz/strong-ii-dry-cleaners-pittsburgh-4,Pittsburgh,United States,40.444,-79.9552,strong-ii-dry-cleaners-pittsburgh-4
4468,"Fairfax, VA 22312 United States",Igor Zing ,http://www.yelp.com/biz/igorzing-llc-alexandria,Alexandria,United States,38.8191,-77.1484,igorzing-llc-alexandria
4477,"Los Angeles, CA 91606 United States",Coldwater Canyon Provisions,http://www.yelp.com/biz/coldwater-canyon-provisions-studio-city,North Hollywood,United States,34.1872,-118.3865,coldwater-canyon-provisions-studio-city
4480,"San Francisco, CA 94109 United States",Vacation,http://www.yelp.com/biz/vacation-san-francisco,San Francisco,United States,37.7917,-122.4186,vacation-san-francisco
4503,"Contra Costa, CA 94520 United States",Gloria's V Tailoring JSMP,http://www.yelp.com/biz/glorias-tailoring-concord,Concord,United States,37.9823,-122.0362,glorias-tailoring-concord
4515,"San Diego, CA 92056 United States",Golden Coast Mead,http://www.yelp.com/biz/golden-coast-mead-oceanside,Oceanside,United States,33.1968,-117.2831,golden-coast-mead-oceanside
4517,"District of Columbia, DC 20009 United States",Flying Fish Coffee and Tea,http://www.yelp.com/biz/flying-fish-coffee-and-tea-washington,Washington,United States,38.9202,-77.0375,flying-fish-coffee-and-tea-washington
4520,"Alameda, CA 94601 United States",BakeShop Oakland,http://www.yelp.com/biz/the-pop-art-bakeshop-oakland,Oakland,United States,37.7806,-122.2166,the-pop-art-bakeshop-oakland
4525,"San Francisco, CA 94115 United States",Electric Bicycle Super Store LLC,http://www.yelp.com/biz/electric-bicycle-outlet-and-electric-bicycle-super-store-san-francisco,San Francisco,United States,37.7856,-122.4358,electric-bicycle-outlet-and-electric-bicycle-super-store-san-francisco
4527,"San Francisco, CA 94110 United States",The Network Store,http://yelp.com/biz/the-network-store-san-francisco,San Francisco,United States,37.7509,-122.4153,the-network-store-san-francisco
4536,"San Francisco, CA 94110 United States",One Love Shop,http://www.yelp.com/biz/one-love-shop-san-francisco-2,San Francisco,United States,37.7509,-122.4153,one-love-shop-san-francisco-2
4545,"New York, NY 10026 United States",67 Orange Street,http://www.yelp.com/biz/67-orange-street-new-york,Manhattan,United States,40.8019,-73.9531,67-orange-street-new-york
4556,"Hawaii, HI 96740 United States",Dr. Corinne Maul de Soto,http://www.yelp.com/biz/corinne-m-de-soto-nd-kailua-kona,Kailua Kona,United States,19.6531,-155.9798,corinne-m-de-soto-nd-kailua-kona
4568,"San Francisco, CA 94103 United States",Rice Paper Scissors,http://www.yelp.com/biz/rice-paper-scissors-san-francisco-2,San Francisco,United States,37.7725,-122.4147,rice-paper-scissors-san-francisco-2
4574,"Cook, IL 60647 United States",Ale Syndicate,http://www.yelp.com/biz/ale-syndicate-chicago,Chicago,United States,41.9209,-87.7043,ale-syndicate-chicago
4587,"Merced, CA 95340 United States",Coffee Bandits,http://www.yelp.com/biz/coffee-bandits-merced,Merced,United States,37.2983,-120.4649,coffee-bandits-merced
4591,"Milwaukee, WI 53154 United States",Pixologie,http://www.yelp.com/biz/pixologie-oak-creek,Oak Creek,United States,42.8892,-87.9027,pixologie-oak-creek
4613,"Philadelphia, PA 19150 United States",Streetside BBQ,http://www.yelp.com/biz/streetside-bbq-philadelphia,Philadelphia,United States,40.0726,-75.1706,streetside-bbq-philadelphia
4622,"Allegheny, PA 15226 United States",Second Breakfast,http://www.yelp.com/biz/second-breakfast-pittsburgh,Pittsburgh,United States,40.4001,-80.0161,second-breakfast-pittsburgh
4625,"Kings, NY 11232 United States",House of Juice,http://www.yelp.com/biz/house-of-juice-brooklyn,Brooklyn,United States,40.6521,-74.0018,house-of-juice-brooklyn
4630,"Allegheny, PA 15208 United States",Red Star Kombucha,http://www.yelp.com/biz/red-star-kombucha-pittsburgh-2,Pittsburgh,United States,40.4532,-79.8995,red-star-kombucha-pittsburgh-2
4633,"Alameda, CA 94710 United States",On the Spot Massage,http://www.yelp.com/biz/on-the-spot-massage-berkeley-4,Berkeley,United States,37.8696,-122.2959,on-the-spot-massage-berkeley-4
4668,"New York, NY 10003 United States",Enz's,http://www.yelp.com/biz/enzs-new-york-2,Manhattan,United States,40.7313,-73.9892,enzs-new-york-2
4671,"Philadelphia, PA 19120 United States",Philly Bread,http://www.yelp.com/biz/philly-muffin-philadelphia,Philadelphia,United States,40.0343,-75.1213,philly-muffin-philadelphia
4682,"Alameda, CA 94601 United States",Taqueria Reynoso,http://www.yelp.com/biz/taqueria-reynoso-oakland,Oakland,United States,37.7806,-122.2166,taqueria-reynoso-oakland
4685,"Jefferson, KY 40207 United States",Louisville Cream,http://www.yelp.com/biz/louisville-cream-louisville,Louisville,United States,38.2628,-85.6663,louisville-cream-louisville
4686,"Hennepin, MN 55414 United States",Nova Net Consutling,http://www.yelp.com/biz/nova-net-consulting-raleigh,Minneapolis,United States,44.9779,-93.2199,nova-net-consulting-raleigh
4692,"Wayne, MI 48226 United States",Detroit Maid,http://www.yelp.com/biz/detroit-maid-detroit,Detroit,United States,42.3333,-83.0484,detroit-maid-detroit
4695,"Snyder, PA 17876 United States","Mr. Tech, Inc.",http://www.yelp.com/biz/mr-tech-shamokin-dam,Shamokin Dam,United States,40.8459,-76.8224,mr-tech-shamokin-dam
4718,"Contra Costa, CA 94801 United States",Rich City RIDES Cooperative Community Shop,http://www.yelp.com/biz/rich-city-rides-richmond,Richmond,United States,37.94,-122.362,rich-city-rides-richmond
4719,"San Francisco, CA 94109 United States",GreenLid,http://www.yelp.com/biz/greenlid-studiomix-san-francisco,San Francisco,United States,37.7917,-122.4186,greenlid-studiomix-san-francisco
4723,"Los Angeles, CA 91790 United States",Brody's Hawaiian BBQ,http://www.yelp.com/biz/brodys-hawaiian-bbq-west-covina-2,West Covina,United States,34.0673,-117.9366,brodys-hawaiian-bbq-west-covina-2
4726,"San Francisco, CA 94103 United States",Chile Lindo,http://www.yelp.com/biz/chile-lindo-empanadas-san-francisco,San Francisco,United States,37.7725,-122.4147,chile-lindo-empanadas-san-francisco
4728,"Floyd, IN 47150 United States",Kolkin Coffee,http://www.yelp.com/biz/kolkin-coffee-new-albany,New Albany,United States,38.3089,-85.8221,kolkin-coffee-new-albany
4739,"Alameda, CA 94610 United States",HolisticPSR,http://www.yelp.com/biz/holistic-psr-oakland,Oakland,United States,37.8126,-122.2443,holistic-psr-oakland
4748,"Maricopa, AZ 85260 United States",Integrated Mental Health Associates,http://www.yelp.com/biz/integrated-mental-health-associates-scottsdale,Scottsdale,United States,33.6013,-111.8867,integrated-mental-health-associates-scottsdale
4754,"Cook, IL 60202 United States",See Jane Sparkle,http://www.yelp.com/biz/seejanesparkle-evanston-3,Evanston,United States,42.0302,-87.6865,seejanesparkle-evanston-3
4759,"San Francisco, CA 94112 United States",Connection Chiropractic,http://www.yelp.com/biz/connection-chiropractic-san-francisco,San Francisco,United States,37.7195,-122.4411,connection-chiropractic-san-francisco
4760,"San Diego, CA 92126 United States",Admiral's Experience,http://www.yelp.com/biz/the-admirals-experience-san-diego,San Diego,United States,32.9161,-117.1402,the-admirals-experience-san-diego
4763,"St. Charles, MO 63366 United States",Don Emiliano's Restaurante Mexicano,http://www.yelp.com/biz/don-emilianos-restaurante-mexicano-saint-louis-3,O Fallon,United States,38.8239,-90.7427,don-emilianos-restaurante-mexicano-saint-louis-3
4768,"San Francisco, CA 94108 United States",Dragon Papa,http://www.yelp.com/biz/dragon-papa-dessert-san-francisco,San Francisco,United States,37.7929,-122.4079,dragon-papa-dessert-san-francisco
4770,"San Francisco, CA 94109 United States",San Francisco Cheesecake Company,http://www.yelp.com/biz/san-francisco-cheesecake-company-san-francisco?ytprail=1,San Francisco,United States,37.7917,-122.4186,san-francisco-cheesecake-company-san-francisco
4772,"San Francisco, CA 94124 United States",Trifusion Yoga,http://www.yelp.com/biz/trifusion-yoga-san-francisco,San Francisco,United States,37.7309,-122.3886,trifusion-yoga-san-francisco
4773,"San Francisco, CA 94101 United States",VegThisWay,http://www.yelp.com/biz/veg-this-way-hayward?osq=vegthisway,San Francisco,United States,37.7848,-122.7278,veg-this-way-hayward?osq=vegthisway
4776,"Alameda, CA 94606 United States",PieTisserie,http://www.yelp.com/biz/pietisserie-oakland-3,Oakland,United States,37.7957,-122.2429,pietisserie-oakland-3
4780,"Harris, TX 77336 United States",Virago Virtual Assisting,http://www.yelp.com/biz/virago-virtual-assisting-huffman,Huffman,United States,30.0565,-95.1051,virago-virtual-assisting-huffman
4781,"Sacramento, CA 95816 United States",Roots Creative Kitchen / Gluten Free Specialty,http://www.yelp.com/biz/gluten-free-specialty-sacramento,Sacramento,United States,38.5728,-121.4675,gluten-free-specialty-sacramento
4791,"Philadelphia, PA 19124 United States",Weckerly's Ice Cream,http://yelp.com/biz/weckerlys-ice-cream-philadelphia,Philadelphia,United States,40.0178,-75.0895,weckerlys-ice-cream-philadelphia
4792,"New York, NY 10016 United States",phoDOGruffer Canine Portraiture,http://www.yelp.com/biz/phodogruffer-new-york,Manhattan,United States,40.7443,-73.9781,phodogruffer-new-york
4795,"New York, NY 10128 United States",Furry Tails,http://www.yelp.com/biz/furry-tails-new-york,Manhattan,United States,40.7816,-73.9511,furry-tails-new-york
4798,"San Francisco, CA 94124 United States",Craftsman and Wolves,http://www.yelp.com/biz/craftsman-and-wolves-san-francisco,San Francisco,United States,37.7309,-122.3886,craftsman-and-wolves-san-francisco
4815,"San Francisco, CA 94107 United States",Designing a Difference,https://www.yelp.com/biz/designing-a-difference-san-francisco-2,San Francisco,United States,37.7621,-122.3971,designing-a-difference-san-francisco-2
4827,"Philadelphia, PA 19147 United States",El Compadre,https://m.yelp.com/biz/el-compadre-philadelphia,Philadelphia,United States,39.9362,-75.1563,el-compadre-philadelphia
4863,"Walker, TX 77320 United States",Blessed Barber College & Vocational School,https://www.yelp.com/biz/blessed-barber-college-houston,Huntsville,United States,30.847,-95.597,blessed-barber-college-houston
4867,"Harris, TX 77082 United States",LOA Luxury Salon & Spa,https://m.yelp.com/biz/loa-luxury-salon-and-spa-houston,Houston,United States,29.7223,-95.6285,loa-luxury-salon-and-spa-houston
4896,"Wayne, MI 48180 United States",Lite Works Cleaning Company,https://m.yelp.com/biz/lite-works-cleaning-company-detroit,Taylor,United States,42.2317,-83.2673,lite-works-cleaning-company-detroit
4923,"San Mateo, CA 94065 United States",Rendezvous Cafe and Catering,https://www.yelp.com/biz/rendezvous-redwood-city-2,Redwood City,United States,37.5331,-122.2486,rendezvous-redwood-city-2
4933,"Westchester, NY 10801 United States",R Cafe & Tea Boutique,https://www.yelp.com/biz/r-patisserie-cafe-and-tea-boutique-new-rochelle?osq=Caf%C3%A9s+%26+Coffee+Shops,New Rochelle,United States,40.9166,-73.7877,r-patisserie-cafe-and-tea-boutique-new-rochelle
4948,"Montgomery, PA 19066 United States",Red Hot Dance Fitness,https://www.yelp.com/biz/red-hot-dance-fitness-narberth-2,Merion Station,United States,40.003,-75.2503,red-hot-dance-fitness-narberth-2
4949,"Los Angeles, CA 91104 United States",Fabulessevents,https://www.yelp.com/biz/fabulessevents-pasadena,Pasadena,United States,34.1678,-118.1261,fabulessevents-pasadena
4963,"Monroe, NY 14609 United States",B2K2 insurance agency,https://www.yelp.com/biz/b2k2-insurance-agency-rochester,Rochester,United States,43.174,-77.5637,b2k2-insurance-agency-rochester
4970,"San Mateo, CA 94044 United States",A Grape in the Fog,HTTPS://www.yelp.com/biz/a-grape-in-the-fog-Pacifica ,Pacifica,United States,37.6196,-122.4816,a-grape-in-the-fog-Pacifica 
4980,"Los Angeles, CA 91754 United States",K Y Smog and Test Only,https://www.yelp.com/biz/ky-smog-and-test-only-monterey-park,Monterey Park,United States,34.0534,-118.1271,ky-smog-and-test-only-monterey-park
4984,"Williamson, TX 78664 United States",Harold The Barber Inside Salons by JC,https://www.yelp.com/biz/harold-the-barber-round-rock,Round Rock,United States,30.5145,-97.668,harold-the-barber-round-rock
5001,"San Diego, CA 92116 United States",Kiko&Sven,https://www.yelp.com/biz/kiko-and-sven-san-diego,San Diego,United States,32.7624,-117.1242,kiko-and-sven-san-diego
5002,"King, WA 98038 United States",YogaFamily,https://www.yelp.com/biz/yogafamily-maple-valley,Maple Valley,United States,47.3845,-122.0574,yogafamily-maple-valley
5007,"Allegheny, PA 15201 United States",Calligramme,https://www.yelp.com/biz/calligramme-pittsburgh,Pittsburgh,United States,40.4752,-79.9528,calligramme-pittsburgh
5031,"San Joaquin, CA 95210 United States",Total Solutions Alliance LLC,http://www.yelp.com/biz/totalsolutionsalliance.com,Stockton,United States,38.025,-121.2972,totalsolutionsalliance.com
5066,"Broward, FL 33024 United States",Total Source Network,https://www.yelp.com/biz/total-source-network-hollywood,Hollywood,United States,26.0296,-80.2489,total-source-network-hollywood
5090,"Philadelphia, PA 19125 United States",Franny Lou's Porch,http://www.yelp.com/biz/franny-lous-porch-philadelphia,Philadelphia,United States,39.9788,-75.1262,franny-lous-porch-philadelphia
5100,"Alameda, CA 94612 United States",Pinx Catering,http://www.yelp.com/biz/pinx-oakland,Oakland,United States,37.8085,-122.2668,pinx-oakland
5101,"Cook, IL 60609 United States","Pedal To The People, LLC",http://www.yelp.com/biz/pedal-to-the-people-chicago-2,Chicago,United States,41.8097,-87.6533,pedal-to-the-people-chicago-2
5104,"Westchester, NY 10701 United States",Nahmias et Fils,http://yelp.com/biz/nahmias-et-fils-distillery-yonkers,Yonkers,United States,40.9461,-73.8669,nahmias-et-fils-distillery-yonkers
5118,"Alameda, CA 94602 United States",Native Soil Landscape Company,http://www.yelp.com/biz/native-soil-landscape-co-oakland,Oakland,United States,37.8011,-122.2104,native-soil-landscape-co-oakland
5124,"Allegheny, PA 15221 United States",Steel City Movers LLC,http://www.yelp.com/biz/steel-city-movers-pittsburgh-2,Pittsburgh,United States,40.4346,-79.8655,steel-city-movers-pittsburgh-2
5126,"New York, NY 10026 United States",Seasoned Vegan,http://www.yelp.com/biz/seasoned-vegan-new-york-2,Manhattan,United States,40.8019,-73.9531,seasoned-vegan-new-york-2
5136,"Suffolk, NY 11746 United States","ZIDE, Inc.",http://www.yelp.com/biz/car-guys-direct-new-york-6,Huntington Station,United States,40.8143,-73.3634,car-guys-direct-new-york-6
5157,"New York, NY 10003 United States",Joli Beauty Bar,http://www.yelp.com/biz/joli-beauty-bar-new-york,Manhattan,United States,40.7313,-73.9892,joli-beauty-bar-new-york
5168,"Harris, TX 77008 United States",eCity LLC,http://www.yelp.com/biz/ecity-creative-houston,Houston,United States,29.7991,-95.4118,ecity-creative-houston
5169,"Placer, CA 95713 United States",Outlaw Soaps,http://www.yelp.com/biz/outlaw-soaps-colfax,Colfax,United States,39.0783,-120.9549,outlaw-soaps-colfax
5178,"San Francisco, CA 94109 United States",Polk Street Florist,http://www.yelp.com/biz/polk-st-florist-san-francisco,San Francisco,United States,37.7917,-122.4186,polk-st-florist-san-francisco
5182,"Osceola, FL 34746 United States",BrewMasters Kitchen,http://www.yelp.com/biz/brewmasters-kitchen-kissimmee,Kissimmee,United States,28.268,-81.4675,brewmasters-kitchen-kissimmee
5184,"San Francisco, CA 94114 United States",riseDOWN䋢,http://www.yelp.com/biz/nikki-coffelt-phd-san-francisco-2,San Francisco,United States,37.7587,-122.433,nikki-coffelt-phd-san-francisco-2
5195,"Multnomah, OR 97214 United States",Pure Simple Juice,http://www.yelp.com/biz/pure-simple-juice-portland,Portland,United States,45.5142,-122.6364,pure-simple-juice-portland
5196,"Alameda, CA 94501 United States",Whisk Cake Creations,http://www.yelp.com/biz/whisk-cake-creations-alameda,Alameda,United States,37.7706,-122.2648,whisk-cake-creations-alameda
5204,"Hamilton, OH 45244 United States",Sweets & Meats LLC,http://www.yelp.com/biz/sweets-and-meats-bbq-cincinnati-7?utm_source=ashare&ref=yelp-android,Cincinnati,United States,39.1191,-84.351,sweets-and-meats-bbq-cincinnati-7
5212,"San Francisco, CA 94110 United States",Alfajores Narciso,https://www.yelp.com/biz/alfajores-narciso-san-francisco,San Francisco,United States,37.7509,-122.4153,alfajores-narciso-san-francisco
5222,"Garland, AR 71964 United States",In the Raw Test Kitchen & Juice Bar,https://www.yelp.com/biz/in-the-raw-test-kitchen-and-juice-bar-pearcy,Pearcy,United States,34.4351,-93.242,in-the-raw-test-kitchen-and-juice-bar-pearcy
5231,"Los Angeles, CA 91790 United States","BRAPGA SECURITY SYSTEMS, INC.",https://www.yelp.com/biz/brapga-security-system-west-covina-4,West Covina,United States,34.0673,-117.9366,brapga-security-system-west-covina-4
5255,"Orange, CA 92780 United States",Creative Journeys Wonderschool,https://www.yelp.com/biz/creative-journeys-wonderschool-tustin,Tustin,United States,33.7364,-117.8229,creative-journeys-wonderschool-tustin
5257,"Santa Clara, CA 95112 United States",Bay Area Men's Health,https://www.yelp.com/biz/numbiya-aziz-mhs-cmt-san-jose-3,San Jose,United States,37.3476,-121.887,numbiya-aziz-mhs-cmt-san-jose-3
5263,"Shelby, TN 38107 United States",Design Pro Web Solution,https://www.yelp.com/biz/design-pro-web-solutions-memphis,Memphis,United States,35.1831,-90.0201,design-pro-web-solutions-memphis
5270,"Lee, FL 33904 United States",Aurora Mists Therapeutic Massage & Bodywork,https://www.yelp.com/biz/aurora-mists-therapeutic-massage-and-bodywork-cape-coral,Cape Coral,United States,26.6065,-81.9502,aurora-mists-therapeutic-massage-and-bodywork-cape-coral
5276,"Kings, NY 11210 United States",PotterDeCo,https://www.yelp.com/biz/the-potters-design-and-construction-brooklyn,Brooklyn,United States,40.6281,-73.9467,the-potters-design-and-construction-brooklyn
5290,"Merced, CA 95348 United States",Yellow Cab of Merced,https://www.yelp.com/biz/yellow-cab-of-merced-merced?uid=hrABX1T5vtEDHmdPQQdEkw&utm_source=ashare&ref=yelp-android,Merced,United States,37.3302,-120.508,yellow-cab-of-merced-merced
5291,"Hidalgo, TX 78501 United States",Rolling With Cream LLC,https://www.yelp.com/biz/rolling-with-cream-mcallen,Mcallen,United States,26.2154,-98.2359,rolling-with-cream-mcallen
5307,"San Diego, CA 92114 United States",The Avenue- Urban Lifestyle Store,https://www.yelp.com/biz/the-avenue-urban-lifestyle-san-diego,San Diego,United States,32.7059,-117.0524,the-avenue-urban-lifestyle-san-diego
5344,"Kitsap, WA 98366 United States",Carter's Chocolates,http://www.yelp.com/biz/carters-chocolates-port-orchard-3,Port Orchard,United States,47.5427,-122.5871,carters-chocolates-port-orchard-3
5366,"Philadelphia, PA 19149 United States",Stan's Health Foods,http://www.yelp.com/biz/stans-health-foods-philadelphia,Philadelphia,United States,40.0369,-75.0664,stans-health-foods-philadelphia
5370,"Wayne, IN 47374 United States",The Olde North Chapel,http://www.yelp.com/biz/the-olde-north-chapel-richmond,Richmond,United States,39.8324,-84.8936,the-olde-north-chapel-richmond
5374,"San Francisco, CA 94110 United States",Modern Times Bookstore,http://www.yelp.com/biz/modern-times-bookstore-san-francisco,San Francisco,United States,37.7509,-122.4153,modern-times-bookstore-san-francisco
5384,"Cuyahoga, OH 44133 United States",iLocalEverywhere,http://www.yelp.com/biz/ilocaleverywhere-north-royalton-3,North Royalton,United States,41.3232,-81.7457,ilocaleverywhere-north-royalton-3
5389,"San Francisco, CA 94133 United States",Prison Bars,http://www.yelp.com/biz/prison-bars-san-francisco,San Francisco,United States,37.8002,-122.4091,prison-bars-san-francisco
5398,"Alameda, CA 94609 United States",Hal's Original New York Hot Dog Cart,http://www.yelp.com/biz/hals-original-ny-hot-dog-cart-catering-oakland,Oakland,United States,37.8361,-122.2637,hals-original-ny-hot-dog-cart-catering-oakland
5404,"King, WA 98107 United States",Fire and Earth Kitchen,http://www.yelp.com/biz/fire-and-earth-kitchen-shoreline-2,Seattle,United States,47.6701,-122.3763,fire-and-earth-kitchen-shoreline-2
5407,"Cook, IL 60607 United States",The Chow Brothers LLC,http://www.yelp.com/biz/the-chow-brothers-chicago,Chicago,United States,41.8721,-87.6578,the-chow-brothers-chicago
5410,"El Dorado, CA 95667 United States",Totem Coffee Co.,http://www.yelp.com/biz/totem-coffee-placerville,Placerville,United States,38.7195,-120.8046,totem-coffee-placerville
5419,"San Francisco, CA 94110 United States",Mission Yoga,http://yelp.com/biz/mission-yoga-san-francisco-2,San Francisco,United States,37.7509,-122.4153,mission-yoga-san-francisco-2
